item_id,system,latent_quality,ambiguity,difficulty_stratum,fluent_but_wrong,response_tokens,human_score,human_correct,_note
it0166,model-A,0.737,0.2693,Q1 clearest,False,151,7.0,True,"SYNTHETIC DATA -- generated by judge_audit.simulate, calibrated to published effect sizes. Not the output of any real model."
it0167,model-A,0.9558,0.108,Q1 clearest,False,331,9.0,True,"SYNTHETIC DATA -- generated by judge_audit.simulate, calibrated to published effect sizes. Not the output of any real model."
it0168,model-A,0.9551,0.5061,Q3,False,253,10.0,True,"SYNTHETIC DATA -- generated by judge_audit.simulate, calibrated to published effect sizes. Not the output of any real model."
it0169,model-A,0.6847,0.3888,Q2,False,272,7.0,True,"SYNTHETIC DATA -- generated by judge_audit.simulate, calibrated to published effect sizes. Not the output of any real model."
it0170,model-A,0.9019,0.6054,Q4 most ambiguous,False,200,9.0,True,"SYNTHETIC DATA -- generated by judge_audit.simulate, calibrated to published effect sizes. Not the output of any real model."
it0171,model-A,0.6571,0.4296,Q3,False,263,7.0,True,"SYNTHETIC DATA -- generated by judge_audit.simulate, calibrated to published effect sizes. Not the output of any real model."
it0172,model-A,0.7206,0.8318,Q4 most ambiguous,False,320,8.0,True,"SYNTHETIC DATA -- generated by judge_audit.simulate, calibrated to published effect sizes. Not the output of any real model."
it0173,model-A,0.8807,0.6335,Q4 most ambiguous,False,257,8.0,True,"SYNTHETIC DATA -- generated by judge_audit.simulate, calibrated to published effect sizes. Not the output of any real model."
it0174,model-A,0.5551,0.8433,Q4 most ambiguous,True,350,6.0,False,"SYNTHETIC DATA -- generated by judge_audit.simulate, calibrated to published effect sizes. Not the output of any real model."
it0175,model-A,0.862,0.3477,Q2,True,367,9.0,False,"SYNTHETIC DATA -- generated by judge_audit.simulate, calibrated to published effect sizes. Not the output of any real model."
it0176,model-A,0.799,0.67,Q4 most ambiguous,False,309,7.0,True,"SYNTHETIC DATA -- generated by judge_audit.simulate, calibrated to published effect sizes. Not the output of any real model."
it0177,model-A,0.7819,0.2745,Q1 clearest,False,277,7.0,True,"SYNTHETIC DATA -- generated by judge_audit.simulate, calibrated to published effect sizes. Not the output of any real model."
it0178,model-A,0.5678,0.3845,Q2,False,298,6.0,False,"SYNTHETIC DATA -- generated by judge_audit.simulate, calibrated to published effect sizes. Not the output of any real model."
it0179,model-A,0.4797,0.3507,Q2,False,177,4.0,False,"SYNTHETIC DATA -- generated by judge_audit.simulate, calibrated to published effect sizes. Not the output of any real model."
it0180,model-A,0.847,0.1748,Q1 clearest,False,291,8.0,True,"SYNTHETIC DATA -- generated by judge_audit.simulate, calibrated to published effect sizes. Not the output of any real model."
it0181,model-A,0.9056,0.5161,Q3,True,351,9.0,False,"SYNTHETIC DATA -- generated by judge_audit.simulate, calibrated to published effect sizes. Not the output of any real model."
it0182,model-A,0.7363,0.114,Q1 clearest,False,277,8.0,True,"SYNTHETIC DATA -- generated by judge_audit.simulate, calibrated to published effect sizes. Not the output of any real model."
it0183,model-A,0.9082,0.3213,Q2,False,196,10.0,True,"SYNTHETIC DATA -- generated by judge_audit.simulate, calibrated to published effect sizes. Not the output of any real model."
it0184,model-A,0.501,0.3179,Q2,False,185,5.0,False,"SYNTHETIC DATA -- generated by judge_audit.simulate, calibrated to published effect sizes. Not the output of any real model."
it0185,model-A,0.6139,0.538,Q3,False,342,6.0,False,"SYNTHETIC DATA -- generated by judge_audit.simulate, calibrated to published effect sizes. Not the output of any real model."
it0186,model-A,0.7531,0.1431,Q1 clearest,False,182,9.0,True,"SYNTHETIC DATA -- generated by judge_audit.simulate, calibrated to published effect sizes. Not the output of any real model."
it0187,model-A,0.7174,0.4765,Q3,False,148,9.0,True,"SYNTHETIC DATA -- generated by judge_audit.simulate, calibrated to published effect sizes. Not the output of any real model."
it0188,model-A,0.7805,0.3486,Q2,False,265,9.0,True,"SYNTHETIC DATA -- generated by judge_audit.simulate, calibrated to published effect sizes. Not the output of any real model."
it0189,model-A,0.5171,0.1372,Q1 clearest,False,232,4.0,False,"SYNTHETIC DATA -- generated by judge_audit.simulate, calibrated to published effect sizes. Not the output of any real model."
it0190,model-A,0.6113,0.1932,Q1 clearest,False,222,6.0,False,"SYNTHETIC DATA -- generated by judge_audit.simulate, calibrated to published effect sizes. Not the output of any real model."
it0191,model-A,0.5067,0.3478,Q2,False,330,5.0,False,"SYNTHETIC DATA -- generated by judge_audit.simulate, calibrated to published effect sizes. Not the output of any real model."
it0192,model-A,0.4709,0.6172,Q4 most ambiguous,False,268,4.0,False,"SYNTHETIC DATA -- generated by judge_audit.simulate, calibrated to published effect sizes. Not the output of any real model."
it0193,model-A,0.7245,0.5338,Q3,True,456,9.0,False,"SYNTHETIC DATA -- generated by judge_audit.simulate, calibrated to published effect sizes. Not the output of any real model."
it0194,model-A,0.6968,0.3715,Q2,False,310,7.0,True,"SYNTHETIC DATA -- generated by judge_audit.simulate, calibrated to published effect sizes. Not the output of any real model."
it0195,model-A,0.8131,0.4006,Q2,False,104,8.0,True,"SYNTHETIC DATA -- generated by judge_audit.simulate, calibrated to published effect sizes. Not the output of any real model."
it0196,model-A,0.722,0.3671,Q2,False,291,8.0,True,"SYNTHETIC DATA -- generated by judge_audit.simulate, calibrated to published effect sizes. Not the output of any real model."
it0197,model-A,0.8771,0.4444,Q3,False,259,9.0,True,"SYNTHETIC DATA -- generated by judge_audit.simulate, calibrated to published effect sizes. Not the output of any real model."
it0198,model-A,0.7013,0.1343,Q1 clearest,False,244,7.0,True,"SYNTHETIC DATA -- generated by judge_audit.simulate, calibrated to published effect sizes. Not the output of any real model."
it0199,model-A,0.7382,0.706,Q4 most ambiguous,False,267,9.0,True,"SYNTHETIC DATA -- generated by judge_audit.simulate, calibrated to published effect sizes. Not the output of any real model."
it0200,model-A,0.5706,0.1184,Q1 clearest,False,216,6.0,False,"SYNTHETIC DATA -- generated by judge_audit.simulate, calibrated to published effect sizes. Not the output of any real model."
it0201,model-A,0.6648,0.3065,Q2,False,306,8.0,True,"SYNTHETIC DATA -- generated by judge_audit.simulate, calibrated to published effect sizes. Not the output of any real model."
it0202,model-A,0.5071,0.7351,Q4 most ambiguous,False,415,5.0,False,"SYNTHETIC DATA -- generated by judge_audit.simulate, calibrated to published effect sizes. Not the output of any real model."
it0203,model-A,0.9462,0.4726,Q3,False,313,10.0,True,"SYNTHETIC DATA -- generated by judge_audit.simulate, calibrated to published effect sizes. Not the output of any real model."
it0204,model-A,0.98,0.1609,Q1 clearest,False,281,10.0,True,"SYNTHETIC DATA -- generated by judge_audit.simulate, calibrated to published effect sizes. Not the output of any real model."
it0205,model-A,0.7902,0.4029,Q2,False,225,8.0,True,"SYNTHETIC DATA -- generated by judge_audit.simulate, calibrated to published effect sizes. Not the output of any real model."
it0206,model-A,0.7112,0.6379,Q4 most ambiguous,False,286,7.0,True,"SYNTHETIC DATA -- generated by judge_audit.simulate, calibrated to published effect sizes. Not the output of any real model."
it0207,model-A,0.7462,0.1605,Q1 clearest,False,259,8.0,True,"SYNTHETIC DATA -- generated by judge_audit.simulate, calibrated to published effect sizes. Not the output of any real model."
it0208,model-A,0.5629,0.1246,Q1 clearest,False,272,6.0,False,"SYNTHETIC DATA -- generated by judge_audit.simulate, calibrated to published effect sizes. Not the output of any real model."
it0209,model-A,0.7829,0.3118,Q2,False,250,8.0,True,"SYNTHETIC DATA -- generated by judge_audit.simulate, calibrated to published effect sizes. Not the output of any real model."
it0210,model-A,0.6942,0.5919,Q4 most ambiguous,False,238,7.0,True,"SYNTHETIC DATA -- generated by judge_audit.simulate, calibrated to published effect sizes. Not the output of any real model."
it0211,model-A,0.7739,0.4938,Q3,False,151,7.0,True,"SYNTHETIC DATA -- generated by judge_audit.simulate, calibrated to published effect sizes. Not the output of any real model."
it0212,model-A,0.5201,0.3361,Q2,True,294,5.0,False,"SYNTHETIC DATA -- generated by judge_audit.simulate, calibrated to published effect sizes. Not the output of any real model."
it0213,model-A,0.6016,0.4067,Q2,False,219,7.0,False,"SYNTHETIC DATA -- generated by judge_audit.simulate, calibrated to published effect sizes. Not the output of any real model."
it0214,model-A,0.7462,0.3101,Q2,False,132,9.0,True,"SYNTHETIC DATA -- generated by judge_audit.simulate, calibrated to published effect sizes. Not the output of any real model."
it0215,model-A,0.8983,0.4991,Q3,False,357,9.0,True,"SYNTHETIC DATA -- generated by judge_audit.simulate, calibrated to published effect sizes. Not the output of any real model."
it0216,model-A,0.8548,0.6937,Q4 most ambiguous,True,398,9.0,False,"SYNTHETIC DATA -- generated by judge_audit.simulate, calibrated to published effect sizes. Not the output of any real model."
it0217,model-A,0.7459,0.226,Q1 clearest,False,307,5.0,True,"SYNTHETIC DATA -- generated by judge_audit.simulate, calibrated to published effect sizes. Not the output of any real model."
it0218,model-A,0.8241,0.5204,Q3,False,313,7.0,True,"SYNTHETIC DATA -- generated by judge_audit.simulate, calibrated to published effect sizes. Not the output of any real model."
it0219,model-A,0.579,0.5762,Q4 most ambiguous,False,322,6.0,False,"SYNTHETIC DATA -- generated by judge_audit.simulate, calibrated to published effect sizes. Not the output of any real model."
it0220,model-A,0.7347,0.4536,Q3,False,273,7.0,True,"SYNTHETIC DATA -- generated by judge_audit.simulate, calibrated to published effect sizes. Not the output of any real model."
it0221,model-A,0.6238,0.4508,Q3,False,304,6.0,True,"SYNTHETIC DATA -- generated by judge_audit.simulate, calibrated to published effect sizes. Not the output of any real model."
it0222,model-A,0.7269,0.6758,Q4 most ambiguous,False,271,6.0,True,"SYNTHETIC DATA -- generated by judge_audit.simulate, calibrated to published effect sizes. Not the output of any real model."
it0223,model-A,0.9051,0.2904,Q2,False,270,8.0,True,"SYNTHETIC DATA -- generated by judge_audit.simulate, calibrated to published effect sizes. Not the output of any real model."
it0224,model-A,0.7812,0.5121,Q3,False,386,7.0,True,"SYNTHETIC DATA -- generated by judge_audit.simulate, calibrated to published effect sizes. Not the output of any real model."
it0225,model-A,0.6979,0.5016,Q3,False,263,6.0,True,"SYNTHETIC DATA -- generated by judge_audit.simulate, calibrated to published effect sizes. Not the output of any real model."
it0226,model-A,0.8072,0.3232,Q2,False,248,8.0,True,"SYNTHETIC DATA -- generated by judge_audit.simulate, calibrated to published effect sizes. Not the output of any real model."
it0227,model-A,0.4219,0.4321,Q3,False,214,5.0,False,"SYNTHETIC DATA -- generated by judge_audit.simulate, calibrated to published effect sizes. Not the output of any real model."
it0228,model-A,0.6875,0.2737,Q1 clearest,False,260,8.0,True,"SYNTHETIC DATA -- generated by judge_audit.simulate, calibrated to published effect sizes. Not the output of any real model."
it0229,model-A,0.4456,0.5476,Q3,True,372,4.0,False,"SYNTHETIC DATA -- generated by judge_audit.simulate, calibrated to published effect sizes. Not the output of any real model."
it0230,model-A,0.7093,0.2465,Q1 clearest,False,236,7.0,True,"SYNTHETIC DATA -- generated by judge_audit.simulate, calibrated to published effect sizes. Not the output of any real model."
it0231,model-A,0.8259,0.6034,Q4 most ambiguous,False,307,8.0,True,"SYNTHETIC DATA -- generated by judge_audit.simulate, calibrated to published effect sizes. Not the output of any real model."
it0232,model-A,0.6117,0.5778,Q4 most ambiguous,False,258,7.0,False,"SYNTHETIC DATA -- generated by judge_audit.simulate, calibrated to published effect sizes. Not the output of any real model."
it0233,model-A,0.7865,0.1745,Q1 clearest,False,357,8.0,True,"SYNTHETIC DATA -- generated by judge_audit.simulate, calibrated to published effect sizes. Not the output of any real model."
it0234,model-A,0.4944,0.6048,Q4 most ambiguous,False,295,5.0,False,"SYNTHETIC DATA -- generated by judge_audit.simulate, calibrated to published effect sizes. Not the output of any real model."
it0235,model-A,0.7783,0.5977,Q4 most ambiguous,False,306,8.0,True,"SYNTHETIC DATA -- generated by judge_audit.simulate, calibrated to published effect sizes. Not the output of any real model."
it0236,model-A,0.8117,0.5557,Q3,False,297,7.0,True,"SYNTHETIC DATA -- generated by judge_audit.simulate, calibrated to published effect sizes. Not the output of any real model."
it0237,model-A,0.6798,0.7748,Q4 most ambiguous,False,313,6.0,True,"SYNTHETIC DATA -- generated by judge_audit.simulate, calibrated to published effect sizes. Not the output of any real model."
it0238,model-A,0.6585,0.8855,Q4 most ambiguous,False,247,6.0,True,"SYNTHETIC DATA -- generated by judge_audit.simulate, calibrated to published effect sizes. Not the output of any real model."
it0239,model-A,0.7424,0.2942,Q2,False,328,9.0,True,"SYNTHETIC DATA -- generated by judge_audit.simulate, calibrated to published effect sizes. Not the output of any real model."
it0240,model-A,0.5761,0.7158,Q4 most ambiguous,False,258,6.0,False,"SYNTHETIC DATA -- generated by judge_audit.simulate, calibrated to published effect sizes. Not the output of any real model."
it0241,model-A,0.8353,0.266,Q1 clearest,False,355,9.0,True,"SYNTHETIC DATA -- generated by judge_audit.simulate, calibrated to published effect sizes. Not the output of any real model."
it0242,model-A,0.9751,0.6511,Q4 most ambiguous,False,256,9.0,True,"SYNTHETIC DATA -- generated by judge_audit.simulate, calibrated to published effect sizes. Not the output of any real model."
it0243,model-A,0.5385,0.2138,Q1 clearest,True,323,5.0,False,"SYNTHETIC DATA -- generated by judge_audit.simulate, calibrated to published effect sizes. Not the output of any real model."
it0244,model-A,0.3716,0.52,Q3,False,223,4.0,False,"SYNTHETIC DATA -- generated by judge_audit.simulate, calibrated to published effect sizes. Not the output of any real model."
it0245,model-A,0.9614,0.0344,Q1 clearest,False,355,10.0,True,"SYNTHETIC DATA -- generated by judge_audit.simulate, calibrated to published effect sizes. Not the output of any real model."
it0246,model-A,0.6888,0.2766,Q1 clearest,False,314,7.0,True,"SYNTHETIC DATA -- generated by judge_audit.simulate, calibrated to published effect sizes. Not the output of any real model."
it0247,model-A,0.8178,0.3324,Q2,False,170,8.0,True,"SYNTHETIC DATA -- generated by judge_audit.simulate, calibrated to published effect sizes. Not the output of any real model."
it0248,model-A,0.9737,0.4263,Q3,False,187,10.0,True,"SYNTHETIC DATA -- generated by judge_audit.simulate, calibrated to published effect sizes. Not the output of any real model."
it0249,model-A,0.7565,0.5689,Q4 most ambiguous,False,266,7.0,True,"SYNTHETIC DATA -- generated by judge_audit.simulate, calibrated to published effect sizes. Not the output of any real model."
it0250,model-A,0.7495,0.4051,Q2,False,297,7.0,True,"SYNTHETIC DATA -- generated by judge_audit.simulate, calibrated to published effect sizes. Not the output of any real model."
it0251,model-A,0.8343,0.0832,Q1 clearest,False,178,9.0,True,"SYNTHETIC DATA -- generated by judge_audit.simulate, calibrated to published effect sizes. Not the output of any real model."
it0252,model-A,0.8037,0.6258,Q4 most ambiguous,False,204,9.0,True,"SYNTHETIC DATA -- generated by judge_audit.simulate, calibrated to published effect sizes. Not the output of any real model."
it0253,model-A,0.6737,0.5971,Q4 most ambiguous,True,354,6.0,False,"SYNTHETIC DATA -- generated by judge_audit.simulate, calibrated to published effect sizes. Not the output of any real model."
it0254,model-A,0.9356,0.2317,Q1 clearest,True,348,10.0,False,"SYNTHETIC DATA -- generated by judge_audit.simulate, calibrated to published effect sizes. Not the output of any real model."
it0255,model-A,0.4857,0.5673,Q4 most ambiguous,False,300,4.0,False,"SYNTHETIC DATA -- generated by judge_audit.simulate, calibrated to published effect sizes. Not the output of any real model."
it0256,model-A,0.7943,0.4658,Q3,False,332,7.0,True,"SYNTHETIC DATA -- generated by judge_audit.simulate, calibrated to published effect sizes. Not the output of any real model."
it0257,model-A,0.484,0.4557,Q3,False,266,6.0,False,"SYNTHETIC DATA -- generated by judge_audit.simulate, calibrated to published effect sizes. Not the output of any real model."
it0258,model-A,0.7255,0.2666,Q1 clearest,False,298,7.0,True,"SYNTHETIC DATA -- generated by judge_audit.simulate, calibrated to published effect sizes. Not the output of any real model."
it0259,model-A,0.5705,0.2783,Q1 clearest,False,285,5.0,False,"SYNTHETIC DATA -- generated by judge_audit.simulate, calibrated to published effect sizes. Not the output of any real model."
it0260,model-A,0.4668,0.5006,Q3,False,253,4.0,False,"SYNTHETIC DATA -- generated by judge_audit.simulate, calibrated to published effect sizes. Not the output of any real model."
it0261,model-A,0.7893,0.463,Q3,False,237,8.0,True,"SYNTHETIC DATA -- generated by judge_audit.simulate, calibrated to published effect sizes. Not the output of any real model."
it0262,model-A,0.8616,0.2266,Q1 clearest,False,270,9.0,True,"SYNTHETIC DATA -- generated by judge_audit.simulate, calibrated to published effect sizes. Not the output of any real model."
it0263,model-A,0.6823,0.3762,Q2,False,307,7.0,True,"SYNTHETIC DATA -- generated by judge_audit.simulate, calibrated to published effect sizes. Not the output of any real model."
it0264,model-A,0.3805,0.5525,Q3,False,254,4.0,False,"SYNTHETIC DATA -- generated by judge_audit.simulate, calibrated to published effect sizes. Not the output of any real model."
it0265,model-A,0.3442,0.3471,Q2,False,231,4.0,False,"SYNTHETIC DATA -- generated by judge_audit.simulate, calibrated to published effect sizes. Not the output of any real model."
it0266,model-A,0.6295,0.5248,Q3,False,274,6.0,True,"SYNTHETIC DATA -- generated by judge_audit.simulate, calibrated to published effect sizes. Not the output of any real model."
it0267,model-A,0.5783,0.714,Q4 most ambiguous,False,171,6.0,False,"SYNTHETIC DATA -- generated by judge_audit.simulate, calibrated to published effect sizes. Not the output of any real model."
it0268,model-A,0.5483,0.8768,Q4 most ambiguous,False,195,5.0,False,"SYNTHETIC DATA -- generated by judge_audit.simulate, calibrated to published effect sizes. Not the output of any real model."
it0269,model-A,0.5153,0.6708,Q4 most ambiguous,False,200,5.0,False,"SYNTHETIC DATA -- generated by judge_audit.simulate, calibrated to published effect sizes. Not the output of any real model."
it0270,model-A,0.7998,0.3621,Q2,False,311,7.0,True,"SYNTHETIC DATA -- generated by judge_audit.simulate, calibrated to published effect sizes. Not the output of any real model."
it0271,model-A,0.8228,0.2525,Q1 clearest,True,407,9.0,False,"SYNTHETIC DATA -- generated by judge_audit.simulate, calibrated to published effect sizes. Not the output of any real model."
it0272,model-A,0.5108,0.6849,Q4 most ambiguous,False,270,5.0,False,"SYNTHETIC DATA -- generated by judge_audit.simulate, calibrated to published effect sizes. Not the output of any real model."
it0273,model-A,0.5275,0.2823,Q2,True,281,5.0,False,"SYNTHETIC DATA -- generated by judge_audit.simulate, calibrated to published effect sizes. Not the output of any real model."
it0274,model-A,0.7385,0.1841,Q1 clearest,False,250,6.0,True,"SYNTHETIC DATA -- generated by judge_audit.simulate, calibrated to published effect sizes. Not the output of any real model."
it0275,model-A,0.6752,0.2891,Q2,False,256,7.0,True,"SYNTHETIC DATA -- generated by judge_audit.simulate, calibrated to published effect sizes. Not the output of any real model."
it0276,model-A,0.4455,1.0,Q4 most ambiguous,False,278,4.0,False,"SYNTHETIC DATA -- generated by judge_audit.simulate, calibrated to published effect sizes. Not the output of any real model."
it0277,model-A,0.7317,0.5777,Q4 most ambiguous,False,248,8.0,True,"SYNTHETIC DATA -- generated by judge_audit.simulate, calibrated to published effect sizes. Not the output of any real model."
it0278,model-A,0.7649,0.158,Q1 clearest,False,185,8.0,True,"SYNTHETIC DATA -- generated by judge_audit.simulate, calibrated to published effect sizes. Not the output of any real model."
it0279,model-A,0.6608,0.3211,Q2,False,293,7.0,True,"SYNTHETIC DATA -- generated by judge_audit.simulate, calibrated to published effect sizes. Not the output of any real model."
it0280,model-A,0.6073,0.3959,Q2,False,129,6.0,False,"SYNTHETIC DATA -- generated by judge_audit.simulate, calibrated to published effect sizes. Not the output of any real model."
it0281,model-A,0.8474,0.2654,Q1 clearest,False,303,8.0,True,"SYNTHETIC DATA -- generated by judge_audit.simulate, calibrated to published effect sizes. Not the output of any real model."
it0282,model-A,0.7732,0.6854,Q4 most ambiguous,False,326,8.0,True,"SYNTHETIC DATA -- generated by judge_audit.simulate, calibrated to published effect sizes. Not the output of any real model."
it0283,model-A,0.6606,0.6588,Q4 most ambiguous,False,257,6.0,True,"SYNTHETIC DATA -- generated by judge_audit.simulate, calibrated to published effect sizes. Not the output of any real model."
it0284,model-A,0.5914,0.4089,Q3,False,266,6.0,False,"SYNTHETIC DATA -- generated by judge_audit.simulate, calibrated to published effect sizes. Not the output of any real model."
it0285,model-A,0.7747,0.7034,Q4 most ambiguous,False,238,7.0,True,"SYNTHETIC DATA -- generated by judge_audit.simulate, calibrated to published effect sizes. Not the output of any real model."
it0286,model-A,0.8315,0.2868,Q2,False,285,8.0,True,"SYNTHETIC DATA -- generated by judge_audit.simulate, calibrated to published effect sizes. Not the output of any real model."
it0287,model-A,0.7799,0.7158,Q4 most ambiguous,False,230,8.0,True,"SYNTHETIC DATA -- generated by judge_audit.simulate, calibrated to published effect sizes. Not the output of any real model."
it0288,model-A,0.5498,0.2634,Q1 clearest,True,305,6.0,False,"SYNTHETIC DATA -- generated by judge_audit.simulate, calibrated to published effect sizes. Not the output of any real model."
it0289,model-A,0.6922,0.3597,Q2,False,330,7.0,True,"SYNTHETIC DATA -- generated by judge_audit.simulate, calibrated to published effect sizes. Not the output of any real model."
it0290,model-A,0.6256,0.2565,Q1 clearest,False,300,7.0,True,"SYNTHETIC DATA -- generated by judge_audit.simulate, calibrated to published effect sizes. Not the output of any real model."
it0291,model-A,0.4242,0.5806,Q4 most ambiguous,False,268,5.0,False,"SYNTHETIC DATA -- generated by judge_audit.simulate, calibrated to published effect sizes. Not the output of any real model."
it0292,model-A,0.7498,0.244,Q1 clearest,True,269,9.0,False,"SYNTHETIC DATA -- generated by judge_audit.simulate, calibrated to published effect sizes. Not the output of any real model."
it0293,model-A,0.8346,0.265,Q1 clearest,False,291,7.0,True,"SYNTHETIC DATA -- generated by judge_audit.simulate, calibrated to published effect sizes. Not the output of any real model."
it0294,model-A,0.6578,0.6912,Q4 most ambiguous,False,298,7.0,True,"SYNTHETIC DATA -- generated by judge_audit.simulate, calibrated to published effect sizes. Not the output of any real model."
it0295,model-A,0.8165,0.4118,Q3,False,318,8.0,True,"SYNTHETIC DATA -- generated by judge_audit.simulate, calibrated to published effect sizes. Not the output of any real model."
it0296,model-A,0.4527,0.6987,Q4 most ambiguous,False,218,5.0,False,"SYNTHETIC DATA -- generated by judge_audit.simulate, calibrated to published effect sizes. Not the output of any real model."
it0297,model-A,0.7237,0.4993,Q3,False,246,8.0,True,"SYNTHETIC DATA -- generated by judge_audit.simulate, calibrated to published effect sizes. Not the output of any real model."
it0298,model-A,0.7837,0.8907,Q4 most ambiguous,True,421,9.0,False,"SYNTHETIC DATA -- generated by judge_audit.simulate, calibrated to published effect sizes. Not the output of any real model."
it0299,model-A,0.8706,0.8147,Q4 most ambiguous,False,191,9.0,True,"SYNTHETIC DATA -- generated by judge_audit.simulate, calibrated to published effect sizes. Not the output of any real model."
it0300,model-B,0.658,0.3356,Q2,False,186,7.0,True,"SYNTHETIC DATA -- generated by judge_audit.simulate, calibrated to published effect sizes. Not the output of any real model."
it0301,model-B,0.6055,0.6565,Q4 most ambiguous,False,264,5.0,False,"SYNTHETIC DATA -- generated by judge_audit.simulate, calibrated to published effect sizes. Not the output of any real model."
it0302,model-B,0.728,0.6944,Q4 most ambiguous,False,279,7.0,True,"SYNTHETIC DATA -- generated by judge_audit.simulate, calibrated to published effect sizes. Not the output of any real model."
it0303,model-B,0.8445,0.4121,Q3,True,409,10.0,False,"SYNTHETIC DATA -- generated by judge_audit.simulate, calibrated to published effect sizes. Not the output of any real model."
it0304,model-B,0.6104,0.6523,Q4 most ambiguous,False,280,6.0,False,"SYNTHETIC DATA -- generated by judge_audit.simulate, calibrated to published effect sizes. Not the output of any real model."
it0305,model-B,0.8713,0.0324,Q1 clearest,False,286,9.0,True,"SYNTHETIC DATA -- generated by judge_audit.simulate, calibrated to published effect sizes. Not the output of any real model."
it0306,model-B,0.7658,0.0979,Q1 clearest,False,234,6.0,True,"SYNTHETIC DATA -- generated by judge_audit.simulate, calibrated to published effect sizes. Not the output of any real model."
it0307,model-B,0.5061,0.1533,Q1 clearest,False,219,5.0,False,"SYNTHETIC DATA -- generated by judge_audit.simulate, calibrated to published effect sizes. Not the output of any real model."
it0308,model-B,0.5184,0.4933,Q3,False,223,4.0,False,"SYNTHETIC DATA -- generated by judge_audit.simulate, calibrated to published effect sizes. Not the output of any real model."
it0309,model-B,0.3245,0.5704,Q4 most ambiguous,False,322,2.0,False,"SYNTHETIC DATA -- generated by judge_audit.simulate, calibrated to published effect sizes. Not the output of any real model."
it0310,model-B,0.7551,0.2874,Q2,False,246,8.0,True,"SYNTHETIC DATA -- generated by judge_audit.simulate, calibrated to published effect sizes. Not the output of any real model."
it0311,model-B,0.3547,0.2536,Q1 clearest,False,307,2.0,False,"SYNTHETIC DATA -- generated by judge_audit.simulate, calibrated to published effect sizes. Not the output of any real model."
it0312,model-B,0.4986,0.4678,Q3,False,270,7.0,False,"SYNTHETIC DATA -- generated by judge_audit.simulate, calibrated to published effect sizes. Not the output of any real model."
it0313,model-B,0.9351,0.4745,Q3,False,307,10.0,True,"SYNTHETIC DATA -- generated by judge_audit.simulate, calibrated to published effect sizes. Not the output of any real model."
it0314,model-B,0.6619,0.4706,Q3,False,308,7.0,True,"SYNTHETIC DATA -- generated by judge_audit.simulate, calibrated to published effect sizes. Not the output of any real model."
it0315,model-B,0.4278,0.4493,Q3,True,388,6.0,False,"SYNTHETIC DATA -- generated by judge_audit.simulate, calibrated to published effect sizes. Not the output of any real model."
it0316,model-B,0.8701,0.448,Q3,False,192,10.0,True,"SYNTHETIC DATA -- generated by judge_audit.simulate, calibrated to published effect sizes. Not the output of any real model."
it0317,model-B,0.6461,0.5097,Q3,False,271,7.0,True,"SYNTHETIC DATA -- generated by judge_audit.simulate, calibrated to published effect sizes. Not the output of any real model."
it0318,model-B,0.7825,0.2945,Q2,False,261,9.0,True,"SYNTHETIC DATA -- generated by judge_audit.simulate, calibrated to published effect sizes. Not the output of any real model."
it0319,model-B,0.5152,0.3334,Q2,True,368,6.0,False,"SYNTHETIC DATA -- generated by judge_audit.simulate, calibrated to published effect sizes. Not the output of any real model."
it0320,model-B,0.5361,0.8656,Q4 most ambiguous,False,121,6.0,False,"SYNTHETIC DATA -- generated by judge_audit.simulate, calibrated to published effect sizes. Not the output of any real model."
it0321,model-B,0.6703,0.3717,Q2,False,254,7.0,True,"SYNTHETIC DATA -- generated by judge_audit.simulate, calibrated to published effect sizes. Not the output of any real model."
it0322,model-B,0.4273,0.4443,Q3,False,188,4.0,False,"SYNTHETIC DATA -- generated by judge_audit.simulate, calibrated to published effect sizes. Not the output of any real model."
it0323,model-B,0.5566,0.338,Q2,True,314,6.0,False,"SYNTHETIC DATA -- generated by judge_audit.simulate, calibrated to published effect sizes. Not the output of any real model."
it0324,model-B,0.5929,0.4537,Q3,False,256,7.0,False,"SYNTHETIC DATA -- generated by judge_audit.simulate, calibrated to published effect sizes. Not the output of any real model."
it0325,model-B,0.5758,0.3989,Q2,False,139,6.0,False,"SYNTHETIC DATA -- generated by judge_audit.simulate, calibrated to published effect sizes. Not the output of any real model."
it0326,model-B,0.7654,0.3786,Q2,True,490,9.0,False,"SYNTHETIC DATA -- generated by judge_audit.simulate, calibrated to published effect sizes. Not the output of any real model."
it0327,model-B,0.4154,0.4687,Q3,False,199,5.0,False,"SYNTHETIC DATA -- generated by judge_audit.simulate, calibrated to published effect sizes. Not the output of any real model."
it0328,model-B,0.6694,0.4867,Q3,False,246,8.0,True,"SYNTHETIC DATA -- generated by judge_audit.simulate, calibrated to published effect sizes. Not the output of any real model."
it0329,model-B,0.8334,0.0957,Q1 clearest,False,291,9.0,True,"SYNTHETIC DATA -- generated by judge_audit.simulate, calibrated to published effect sizes. Not the output of any real model."
it0330,model-B,0.695,0.7026,Q4 most ambiguous,False,334,7.0,True,"SYNTHETIC DATA -- generated by judge_audit.simulate, calibrated to published effect sizes. Not the output of any real model."
it0331,model-B,0.6097,0.1738,Q1 clearest,False,318,6.0,False,"SYNTHETIC DATA -- generated by judge_audit.simulate, calibrated to published effect sizes. Not the output of any real model."
