order_id,dish,complaint,photo,agent_decision,refund_amount_sgd,human_score,human_correct,confusing_photo,fluent_but_wrong
ORD-41848,chai tow kway,cold on arrival,photos/ord-41848.jpg,reject,11.03,4.0,False,hard to read,False
ORD-41855,satay set,packaging crushed,photos/ord-41855.jpg,reject,4.19,4.0,False,mostly clear,False
ORD-41862,fish soup,looks nothing like the photo,photos/ord-41862.jpg,refund,26.76,6.0,True,hard to read,False
ORD-41869,mee goreng,looks nothing like the photo,photos/ord-41869.jpg,escalate,4.84,6.0,False,barely readable,False
ORD-41876,chicken rice,cold on arrival,photos/ord-41876.jpg,escalate,18.27,5.0,False,barely readable,False
ORD-41883,char kway teow,wrong item,photos/ord-41883.jpg,escalate,14.69,5.0,False,barely readable,False
ORD-41890,chicken rice,wrong size,photos/ord-41890.jpg,refund,24.29,7.0,True,mostly clear,False
ORD-41897,chicken rice,packaging crushed,photos/ord-41897.jpg,refund,7.73,9.0,False,clear photo,True
ORD-41904,carrot cake,missing side,photos/ord-41904.jpg,escalate,7.88,5.0,False,barely readable,False
ORD-41911,curry puff,missing side,photos/ord-41911.jpg,refund,16.52,5.0,False,mostly clear,True
ORD-41918,char kway teow,missing side,photos/ord-41918.jpg,refund,11.72,6.0,True,clear photo,False
ORD-41925,hokkien mee,packaging crushed,photos/ord-41925.jpg,refund,15.28,7.0,True,mostly clear,False
ORD-41932,wanton mee,spilled in transit,photos/ord-41932.jpg,escalate,7.41,4.0,False,barely readable,False
ORD-41939,chicken rice,looks nothing like the photo,photos/ord-41939.jpg,refund,6.28,8.0,True,barely readable,False
ORD-41946,fish soup,looks nothing like the photo,photos/ord-41946.jpg,refund,24.07,8.0,True,clear photo,False
ORD-41953,chai tow kway,spilled in transit,photos/ord-41953.jpg,refund,25.19,7.0,True,mostly clear,False
ORD-41960,fish soup,wrong item,photos/ord-41960.jpg,escalate,7.76,6.0,False,mostly clear,False
ORD-41967,roti prata,wrong size,photos/ord-41967.jpg,refund,7.85,8.0,True,clear photo,False
ORD-41974,curry puff,spilled in transit,photos/ord-41974.jpg,refund,8.15,8.0,True,barely readable,False
ORD-41981,bak chor mee,spilled in transit,photos/ord-41981.jpg,refund,9.76,6.0,True,barely readable,False
ORD-41988,fish soup,missing side,photos/ord-41988.jpg,escalate,19.28,6.0,False,hard to read,False
ORD-41995,curry puff,wrong item,photos/ord-41995.jpg,refund,14.81,7.0,True,barely readable,False
ORD-42002,curry puff,wrong size,photos/ord-42002.jpg,refund,15.1,8.0,True,mostly clear,False
ORD-42009,carrot cake,packaging crushed,photos/ord-42009.jpg,refund,6.39,8.0,True,barely readable,False
ORD-42016,hokkien mee,packaging crushed,photos/ord-42016.jpg,refund,20.69,6.0,False,clear photo,True
ORD-42023,laksa,wrong size,photos/ord-42023.jpg,refund,23.63,7.0,True,mostly clear,False
ORD-42030,satay set,looks nothing like the photo,photos/ord-42030.jpg,refund,27.93,7.0,True,clear photo,False
ORD-42037,mee goreng,spilled in transit,photos/ord-42037.jpg,escalate,24.07,5.0,False,barely readable,False
ORD-42044,laksa,wrong item,photos/ord-42044.jpg,refund,5.8,9.0,False,clear photo,True
ORD-42051,nasi lemak,spilled in transit,photos/ord-42051.jpg,refund,22.45,7.0,True,clear photo,False
ORD-42058,satay set,spilled in transit,photos/ord-42058.jpg,refund,18.15,7.0,True,barely readable,False
ORD-42065,kaya toast,missing side,photos/ord-42065.jpg,refund,15.34,8.0,True,hard to read,False
ORD-42072,carrot cake,wrong item,photos/ord-42072.jpg,escalate,6.41,5.0,False,barely readable,False
ORD-42079,wanton mee,wrong item,photos/ord-42079.jpg,refund,24.92,8.0,True,hard to read,False
ORD-42086,char kway teow,looks nothing like the photo,photos/ord-42086.jpg,refund,19.23,9.0,False,barely readable,True
ORD-42093,laksa,missing side,photos/ord-42093.jpg,refund,25.83,9.0,True,barely readable,False
ORD-42100,chai tow kway,looks nothing like the photo,photos/ord-42100.jpg,refund,7.41,7.0,True,mostly clear,False
ORD-42107,hokkien mee,missing side,photos/ord-42107.jpg,escalate,27.39,5.0,False,barely readable,False
ORD-42114,mee goreng,looks nothing like the photo,photos/ord-42114.jpg,refund,14.91,7.0,True,barely readable,False
ORD-42121,roti prata,cold on arrival,photos/ord-42121.jpg,refund,9.52,10.0,False,hard to read,True
ORD-42128,satay set,cold on arrival,photos/ord-42128.jpg,escalate,22.39,6.0,False,barely readable,False
ORD-42135,satay set,packaging crushed,photos/ord-42135.jpg,refund,5.71,9.0,True,clear photo,False
ORD-42142,mee goreng,wrong size,photos/ord-42142.jpg,refund,23.5,6.0,True,clear photo,False
ORD-42149,fish soup,wrong size,photos/ord-42149.jpg,escalate,15.39,5.0,False,clear photo,False
ORD-42156,char kway teow,missing side,photos/ord-42156.jpg,escalate,18.46,4.0,False,hard to read,False
ORD-42163,fish soup,cold on arrival,photos/ord-42163.jpg,reject,4.6,2.0,False,barely readable,False
ORD-42170,char kway teow,looks nothing like the photo,photos/ord-42170.jpg,refund,26.62,8.0,True,mostly clear,False
ORD-42177,roti prata,wrong item,photos/ord-42177.jpg,reject,7.99,2.0,False,clear photo,False
ORD-42184,carrot cake,cold on arrival,photos/ord-42184.jpg,escalate,20.63,7.0,False,hard to read,False
ORD-42191,roti prata,cold on arrival,photos/ord-42191.jpg,refund,20.05,10.0,True,hard to read,False
ORD-42198,hokkien mee,wrong size,photos/ord-42198.jpg,refund,27.8,7.0,True,hard to read,False
ORD-42205,curry puff,looks nothing like the photo,photos/ord-42205.jpg,refund,20.16,6.0,False,hard to read,True
ORD-42212,bak chor mee,missing side,photos/ord-42212.jpg,refund,7.69,10.0,True,hard to read,False
ORD-42219,chai tow kway,packaging crushed,photos/ord-42219.jpg,refund,22.41,7.0,True,hard to read,False
ORD-42226,chicken rice,wrong item,photos/ord-42226.jpg,refund,19.05,9.0,True,mostly clear,False
ORD-42233,satay set,spilled in transit,photos/ord-42233.jpg,refund,27.31,6.0,False,mostly clear,True
ORD-42240,chicken rice,cold on arrival,photos/ord-42240.jpg,escalate,4.48,6.0,False,barely readable,False
ORD-42247,carrot cake,looks nothing like the photo,photos/ord-42247.jpg,refund,8.45,7.0,True,mostly clear,False
ORD-42254,wanton mee,packaging crushed,photos/ord-42254.jpg,escalate,27.42,4.0,False,hard to read,False
ORD-42261,char kway teow,looks nothing like the photo,photos/ord-42261.jpg,refund,20.76,6.0,False,mostly clear,True
ORD-42268,chicken rice,packaging crushed,photos/ord-42268.jpg,escalate,18.88,7.0,False,hard to read,False
ORD-42275,nasi lemak,packaging crushed,photos/ord-42275.jpg,escalate,10.88,6.0,False,mostly clear,False
ORD-42282,char kway teow,packaging crushed,photos/ord-42282.jpg,refund,10.0,9.0,False,mostly clear,True
ORD-42289,wanton mee,wrong size,photos/ord-42289.jpg,escalate,18.36,5.0,False,hard to read,False
ORD-42296,hokkien mee,looks nothing like the photo,photos/ord-42296.jpg,refund,26.37,8.0,True,hard to read,False
ORD-42303,curry puff,cold on arrival,photos/ord-42303.jpg,refund,12.48,9.0,True,clear photo,False
ORD-42310,roti prata,packaging crushed,photos/ord-42310.jpg,refund,21.85,7.0,True,barely readable,False
ORD-42317,laksa,wrong item,photos/ord-42317.jpg,escalate,15.36,6.0,False,clear photo,False
ORD-42324,carrot cake,packaging crushed,photos/ord-42324.jpg,escalate,17.0,6.0,False,mostly clear,False
ORD-42331,laksa,missing side,photos/ord-42331.jpg,refund,6.54,8.0,True,mostly clear,False
ORD-42338,satay set,wrong size,photos/ord-42338.jpg,reject,16.66,4.0,False,clear photo,False
ORD-42345,satay set,spilled in transit,photos/ord-42345.jpg,refund,7.12,9.0,False,clear photo,True
ORD-42352,hokkien mee,wrong size,photos/ord-42352.jpg,refund,7.66,7.0,True,hard to read,False
ORD-42359,wanton mee,packaging crushed,photos/ord-42359.jpg,refund,26.04,8.0,True,clear photo,False
ORD-42366,char kway teow,looks nothing like the photo,photos/ord-42366.jpg,refund,7.09,6.0,True,clear photo,False
ORD-42373,chai tow kway,wrong item,photos/ord-42373.jpg,refund,25.02,7.0,True,mostly clear,False
ORD-42380,bak chor mee,wrong size,photos/ord-42380.jpg,refund,24.79,9.0,True,barely readable,False
ORD-42387,hokkien mee,cold on arrival,photos/ord-42387.jpg,escalate,27.63,6.0,False,clear photo,False
ORD-42394,satay set,cold on arrival,photos/ord-42394.jpg,refund,9.76,8.0,False,hard to read,True
ORD-42401,bak chor mee,wrong item,photos/ord-42401.jpg,refund,13.82,8.0,True,clear photo,False
ORD-42408,mee goreng,wrong size,photos/ord-42408.jpg,refund,27.59,4.0,False,clear photo,True
ORD-42415,carrot cake,missing side,photos/ord-42415.jpg,refund,7.48,6.0,True,clear photo,False
ORD-42422,kaya toast,missing side,photos/ord-42422.jpg,refund,10.74,9.0,True,hard to read,False
ORD-42429,kaya toast,wrong size,photos/ord-42429.jpg,refund,18.76,7.0,True,hard to read,False
ORD-42436,nasi lemak,wrong size,photos/ord-42436.jpg,escalate,9.68,4.0,False,mostly clear,False
ORD-42443,fish soup,missing side,photos/ord-42443.jpg,refund,5.24,9.0,False,clear photo,True
ORD-42450,satay set,cold on arrival,photos/ord-42450.jpg,refund,19.84,10.0,True,hard to read,False
ORD-42457,nasi lemak,wrong item,photos/ord-42457.jpg,escalate,4.04,4.0,False,hard to read,False
ORD-42464,satay set,packaging crushed,photos/ord-42464.jpg,escalate,13.86,4.0,False,clear photo,False
ORD-42471,chai tow kway,packaging crushed,photos/ord-42471.jpg,escalate,13.34,5.0,False,hard to read,False
ORD-42478,nasi lemak,cold on arrival,photos/ord-42478.jpg,refund,24.96,8.0,True,barely readable,False
ORD-42485,laksa,missing side,photos/ord-42485.jpg,refund,18.4,7.0,False,hard to read,True
ORD-42492,satay set,missing side,photos/ord-42492.jpg,refund,7.49,6.0,True,mostly clear,False
ORD-42499,char kway teow,wrong item,photos/ord-42499.jpg,escalate,16.07,5.0,False,barely readable,False
ORD-42506,satay set,wrong item,photos/ord-42506.jpg,reject,11.8,4.0,False,hard to read,False
ORD-42513,nasi lemak,spilled in transit,photos/ord-42513.jpg,refund,26.14,8.0,True,clear photo,False
ORD-42520,carrot cake,wrong size,photos/ord-42520.jpg,refund,7.81,8.0,True,clear photo,False
ORD-42527,bak chor mee,wrong item,photos/ord-42527.jpg,refund,18.24,9.0,False,mostly clear,True
ORD-42534,laksa,missing side,photos/ord-42534.jpg,escalate,15.27,4.0,False,barely readable,False
ORD-42541,chicken rice,packaging crushed,photos/ord-42541.jpg,reject,20.54,3.0,False,barely readable,False
ORD-42548,mee goreng,cold on arrival,photos/ord-42548.jpg,reject,6.3,3.0,False,mostly clear,False
ORD-42555,nasi lemak,wrong item,photos/ord-42555.jpg,refund,26.68,10.0,True,barely readable,False
ORD-42562,hokkien mee,missing side,photos/ord-42562.jpg,refund,15.27,9.0,True,mostly clear,False
ORD-42569,laksa,missing side,photos/ord-42569.jpg,refund,19.06,8.0,True,clear photo,False
ORD-42576,char kway teow,wrong item,photos/ord-42576.jpg,refund,15.74,8.0,True,mostly clear,False
ORD-42583,chicken rice,packaging crushed,photos/ord-42583.jpg,escalate,19.47,4.0,False,clear photo,False
ORD-42590,char kway teow,spilled in transit,photos/ord-42590.jpg,reject,13.71,3.0,False,hard to read,False
ORD-42597,carrot cake,missing side,photos/ord-42597.jpg,refund,8.77,7.0,True,mostly clear,False
ORD-42604,roti prata,missing side,photos/ord-42604.jpg,escalate,15.13,6.0,False,clear photo,False
ORD-42611,carrot cake,spilled in transit,photos/ord-42611.jpg,escalate,27.47,6.0,False,barely readable,False
ORD-42618,hokkien mee,missing side,photos/ord-42618.jpg,refund,22.46,7.0,True,hard to read,False
ORD-42625,fish soup,looks nothing like the photo,photos/ord-42625.jpg,refund,11.08,6.0,True,clear photo,False
ORD-42632,chai tow kway,looks nothing like the photo,photos/ord-42632.jpg,refund,17.6,7.0,True,mostly clear,False
ORD-42639,laksa,missing side,photos/ord-42639.jpg,escalate,12.13,3.0,False,hard to read,False
ORD-42646,wanton mee,packaging crushed,photos/ord-42646.jpg,refund,16.88,6.0,True,clear photo,False
ORD-42653,mee goreng,wrong size,photos/ord-42653.jpg,refund,5.91,8.0,True,barely readable,False
ORD-42660,curry puff,missing side,photos/ord-42660.jpg,refund,9.89,5.0,False,barely readable,True
ORD-42667,chai tow kway,missing side,photos/ord-42667.jpg,refund,27.69,6.0,False,hard to read,True
ORD-42674,bak chor mee,spilled in transit,photos/ord-42674.jpg,refund,23.88,9.0,True,mostly clear,False
ORD-42681,wanton mee,wrong item,photos/ord-42681.jpg,escalate,15.64,6.0,False,clear photo,False
ORD-42688,hokkien mee,wrong size,photos/ord-42688.jpg,refund,14.64,7.0,True,clear photo,False
ORD-42695,mee goreng,spilled in transit,photos/ord-42695.jpg,escalate,6.65,5.0,False,mostly clear,False
ORD-42702,laksa,packaging crushed,photos/ord-42702.jpg,refund,9.26,6.0,True,clear photo,False
ORD-42709,chicken rice,wrong item,photos/ord-42709.jpg,refund,9.8,8.0,True,barely readable,False
ORD-42716,laksa,packaging crushed,photos/ord-42716.jpg,refund,9.61,9.0,True,mostly clear,False
ORD-42723,laksa,wrong item,photos/ord-42723.jpg,escalate,15.09,5.0,False,hard to read,False
ORD-42730,wanton mee,spilled in transit,photos/ord-42730.jpg,escalate,24.12,4.0,False,clear photo,False
ORD-42737,kaya toast,missing side,photos/ord-42737.jpg,refund,21.64,8.0,True,barely readable,False
ORD-42744,satay set,packaging crushed,photos/ord-42744.jpg,refund,7.0,8.0,False,barely readable,True
ORD-42751,kaya toast,packaging crushed,photos/ord-42751.jpg,refund,6.02,7.0,True,barely readable,False
ORD-42758,mee goreng,cold on arrival,photos/ord-42758.jpg,escalate,17.29,6.0,False,barely readable,False
ORD-42765,curry puff,packaging crushed,photos/ord-42765.jpg,refund,23.93,8.0,True,hard to read,False
ORD-42772,satay set,wrong size,photos/ord-42772.jpg,refund,19.25,9.0,True,mostly clear,False
ORD-42779,bak chor mee,missing side,photos/ord-42779.jpg,refund,13.46,9.0,True,barely readable,False
ORD-42786,bak chor mee,looks nothing like the photo,photos/ord-42786.jpg,refund,13.96,7.0,True,mostly clear,False
ORD-42793,nasi lemak,cold on arrival,photos/ord-42793.jpg,refund,27.11,8.0,True,hard to read,False
ORD-42800,fish soup,wrong item,photos/ord-42800.jpg,escalate,10.99,6.0,False,barely readable,False
ORD-42807,chicken rice,wrong item,photos/ord-42807.jpg,refund,6.49,7.0,True,hard to read,False
ORD-42814,curry puff,spilled in transit,photos/ord-42814.jpg,refund,9.48,7.0,True,barely readable,False
ORD-42821,char kway teow,missing side,photos/ord-42821.jpg,refund,13.12,7.0,False,clear photo,True
ORD-42828,fish soup,spilled in transit,photos/ord-42828.jpg,escalate,12.23,6.0,False,hard to read,False
ORD-42835,bak chor mee,cold on arrival,photos/ord-42835.jpg,escalate,9.92,7.0,False,clear photo,False
ORD-42842,curry puff,looks nothing like the photo,photos/ord-42842.jpg,escalate,18.23,5.0,False,barely readable,False
ORD-42849,nasi lemak,packaging crushed,photos/ord-42849.jpg,escalate,24.47,4.0,False,hard to read,False
ORD-42856,curry puff,packaging crushed,photos/ord-42856.jpg,refund,18.83,8.0,True,mostly clear,False
ORD-42863,nasi lemak,looks nothing like the photo,photos/ord-42863.jpg,refund,12.53,10.0,True,hard to read,False
ORD-42870,hokkien mee,spilled in transit,photos/ord-42870.jpg,escalate,7.71,7.0,False,barely readable,False
ORD-42877,fish soup,wrong size,photos/ord-42877.jpg,refund,12.34,4.0,False,barely readable,True
ORD-42884,chicken rice,wrong size,photos/ord-42884.jpg,refund,11.18,7.0,True,hard to read,False
ORD-42891,bak chor mee,spilled in transit,photos/ord-42891.jpg,refund,11.43,8.0,True,barely readable,False
ORD-42898,fish soup,wrong item,photos/ord-42898.jpg,refund,16.46,7.0,True,hard to read,False
ORD-42905,laksa,wrong item,photos/ord-42905.jpg,reject,27.21,2.0,False,mostly clear,False
ORD-42912,wanton mee,cold on arrival,photos/ord-42912.jpg,refund,9.65,8.0,True,hard to read,False
ORD-42919,satay set,packaging crushed,photos/ord-42919.jpg,reject,17.44,3.0,False,barely readable,False
ORD-42926,chicken rice,cold on arrival,photos/ord-42926.jpg,refund,22.17,10.0,False,clear photo,True
ORD-42933,wanton mee,wrong item,photos/ord-42933.jpg,refund,6.54,6.0,True,clear photo,False
ORD-42940,hokkien mee,missing side,photos/ord-42940.jpg,refund,12.24,9.0,False,mostly clear,True
ORD-42947,hokkien mee,cold on arrival,photos/ord-42947.jpg,refund,19.02,8.0,True,hard to read,False
ORD-42954,fish soup,cold on arrival,photos/ord-42954.jpg,escalate,16.34,4.0,False,hard to read,False
ORD-42961,kaya toast,missing side,photos/ord-42961.jpg,refund,25.14,6.0,True,clear photo,False
ORD-42968,satay set,wrong size,photos/ord-42968.jpg,escalate,23.06,6.0,False,mostly clear,False
ORD-42975,carrot cake,missing side,photos/ord-42975.jpg,refund,25.2,7.0,False,hard to read,True
ORD-42982,curry puff,wrong size,photos/ord-42982.jpg,escalate,23.42,4.0,False,hard to read,False
ORD-42989,roti prata,spilled in transit,photos/ord-42989.jpg,refund,27.71,8.0,True,clear photo,False
ORD-42996,fish soup,cold on arrival,photos/ord-42996.jpg,refund,23.51,6.0,True,clear photo,False
ORD-43003,satay set,spilled in transit,photos/ord-43003.jpg,refund,14.81,6.0,False,hard to read,True
ORD-43010,chicken rice,missing side,photos/ord-43010.jpg,escalate,23.92,6.0,False,barely readable,False
ORD-43017,nasi lemak,spilled in transit,photos/ord-43017.jpg,refund,6.86,9.0,True,mostly clear,False
ORD-43024,roti prata,looks nothing like the photo,photos/ord-43024.jpg,refund,11.53,8.0,True,mostly clear,False
ORD-43031,char kway teow,spilled in transit,photos/ord-43031.jpg,refund,23.84,10.0,True,clear photo,False
ORD-43038,kaya toast,looks nothing like the photo,photos/ord-43038.jpg,refund,16.48,8.0,True,hard to read,False
ORD-43045,carrot cake,looks nothing like the photo,photos/ord-43045.jpg,refund,24.98,6.0,True,mostly clear,False
ORD-43052,chai tow kway,missing side,photos/ord-43052.jpg,refund,21.16,7.0,True,barely readable,False
ORD-43059,wanton mee,missing side,photos/ord-43059.jpg,escalate,25.36,6.0,False,clear photo,False
ORD-43066,wanton mee,missing side,photos/ord-43066.jpg,escalate,22.32,6.0,False,barely readable,False
ORD-43073,fish soup,spilled in transit,photos/ord-43073.jpg,refund,25.33,8.0,True,barely readable,False
ORD-43080,fish soup,wrong item,photos/ord-43080.jpg,refund,10.42,6.0,True,mostly clear,False
ORD-43087,fish soup,wrong size,photos/ord-43087.jpg,escalate,18.66,5.0,False,barely readable,False
ORD-43094,curry puff,cold on arrival,photos/ord-43094.jpg,escalate,11.27,7.0,False,hard to read,False
ORD-43101,bak chor mee,packaging crushed,photos/ord-43101.jpg,escalate,5.1,5.0,False,hard to read,False
ORD-43108,chai tow kway,spilled in transit,photos/ord-43108.jpg,refund,19.84,8.0,True,clear photo,False
ORD-43115,chicken rice,cold on arrival,photos/ord-43115.jpg,escalate,5.91,3.0,False,clear photo,False
ORD-43122,kaya toast,cold on arrival,photos/ord-43122.jpg,refund,5.08,8.0,True,clear photo,False
ORD-43129,chai tow kway,looks nothing like the photo,photos/ord-43129.jpg,reject,19.56,5.0,False,mostly clear,False
ORD-43136,nasi lemak,looks nothing like the photo,photos/ord-43136.jpg,refund,24.02,5.0,False,clear photo,True
ORD-43143,kaya toast,packaging crushed,photos/ord-43143.jpg,refund,20.89,7.0,True,mostly clear,False
ORD-43150,carrot cake,cold on arrival,photos/ord-43150.jpg,reject,19.49,4.0,False,hard to read,False
ORD-43157,chai tow kway,looks nothing like the photo,photos/ord-43157.jpg,refund,7.44,6.0,False,mostly clear,True
ORD-43164,bak chor mee,cold on arrival,photos/ord-43164.jpg,escalate,18.52,7.0,False,hard to read,False
ORD-43171,curry puff,cold on arrival,photos/ord-43171.jpg,refund,5.5,6.0,False,barely readable,True
ORD-43178,curry puff,missing side,photos/ord-43178.jpg,refund,17.47,8.0,True,barely readable,False
ORD-43185,nasi lemak,cold on arrival,photos/ord-43185.jpg,refund,25.56,8.0,True,barely readable,False
ORD-43192,roti prata,spilled in transit,photos/ord-43192.jpg,refund,24.83,7.0,True,mostly clear,False
ORD-43199,chai tow kway,cold on arrival,photos/ord-43199.jpg,refund,26.51,7.0,True,mostly clear,False
ORD-43206,char kway teow,packaging crushed,photos/ord-43206.jpg,refund,24.87,7.0,True,barely readable,False
ORD-43213,mee goreng,missing side,photos/ord-43213.jpg,escalate,13.36,7.0,False,mostly clear,False
ORD-43220,chai tow kway,packaging crushed,photos/ord-43220.jpg,reject,12.64,4.0,False,barely readable,False
ORD-43227,roti prata,looks nothing like the photo,photos/ord-43227.jpg,refund,17.58,6.0,True,mostly clear,False
ORD-43234,laksa,cold on arrival,photos/ord-43234.jpg,reject,25.75,3.0,False,mostly clear,False
ORD-43241,laksa,spilled in transit,photos/ord-43241.jpg,refund,20.92,7.0,False,hard to read,True
ORD-43248,bak chor mee,packaging crushed,photos/ord-43248.jpg,refund,23.25,9.0,True,clear photo,False
ORD-43255,curry puff,spilled in transit,photos/ord-43255.jpg,refund,23.88,7.0,True,mostly clear,False
ORD-43262,chicken rice,spilled in transit,photos/ord-43262.jpg,refund,7.24,6.0,True,hard to read,False
ORD-43269,fish soup,cold on arrival,photos/ord-43269.jpg,refund,23.96,8.0,True,clear photo,False
ORD-43276,nasi lemak,spilled in transit,photos/ord-43276.jpg,refund,7.57,7.0,True,clear photo,False
ORD-43283,laksa,cold on arrival,photos/ord-43283.jpg,refund,8.28,7.0,False,barely readable,True
ORD-43290,hokkien mee,wrong size,photos/ord-43290.jpg,refund,6.22,9.0,True,hard to read,False
ORD-43297,laksa,wrong size,photos/ord-43297.jpg,refund,23.12,7.0,False,mostly clear,True
ORD-43304,roti prata,wrong size,photos/ord-43304.jpg,reject,15.37,3.0,False,barely readable,False
ORD-43311,satay set,wrong item,photos/ord-43311.jpg,reject,21.94,2.0,False,barely readable,False
ORD-43318,chai tow kway,wrong size,photos/ord-43318.jpg,refund,23.57,8.0,True,mostly clear,False
ORD-43325,bak chor mee,packaging crushed,photos/ord-43325.jpg,reject,15.11,3.0,False,barely readable,False
ORD-43332,kaya toast,spilled in transit,photos/ord-43332.jpg,refund,12.18,3.0,False,hard to read,True
ORD-43339,kaya toast,missing side,photos/ord-43339.jpg,escalate,22.74,6.0,False,hard to read,False
ORD-43346,chicken rice,missing side,photos/ord-43346.jpg,escalate,21.57,4.0,False,barely readable,False
ORD-43353,hokkien mee,missing side,photos/ord-43353.jpg,refund,23.04,7.0,True,barely readable,False
ORD-43360,kaya toast,spilled in transit,photos/ord-43360.jpg,refund,9.58,7.0,True,clear photo,False
ORD-43367,bak chor mee,packaging crushed,photos/ord-43367.jpg,reject,4.21,5.0,False,barely readable,False
ORD-43374,roti prata,spilled in transit,photos/ord-43374.jpg,refund,7.19,8.0,True,hard to read,False
ORD-43381,bak chor mee,wrong size,photos/ord-43381.jpg,refund,27.48,8.0,True,barely readable,False
ORD-43388,satay set,wrong size,photos/ord-43388.jpg,reject,15.61,4.0,False,hard to read,False
ORD-43395,bak chor mee,wrong item,photos/ord-43395.jpg,refund,20.62,7.0,True,hard to read,False
ORD-43402,fish soup,missing side,photos/ord-43402.jpg,escalate,11.12,5.0,False,barely readable,False
ORD-43409,fish soup,missing side,photos/ord-43409.jpg,refund,26.37,8.0,False,clear photo,True
ORD-43416,mee goreng,packaging crushed,photos/ord-43416.jpg,refund,6.01,9.0,True,barely readable,False
ORD-43423,char kway teow,missing side,photos/ord-43423.jpg,refund,9.19,7.0,True,barely readable,False
ORD-43430,roti prata,wrong item,photos/ord-43430.jpg,refund,17.22,7.0,False,mostly clear,True
ORD-43437,chicken rice,wrong size,photos/ord-43437.jpg,escalate,7.51,5.0,False,barely readable,False
ORD-43444,bak chor mee,cold on arrival,photos/ord-43444.jpg,refund,7.42,8.0,True,hard to read,False
ORD-43451,kaya toast,wrong item,photos/ord-43451.jpg,refund,16.14,9.0,False,mostly clear,True
ORD-43458,nasi lemak,spilled in transit,photos/ord-43458.jpg,refund,6.38,6.0,True,clear photo,False
ORD-43465,kaya toast,cold on arrival,photos/ord-43465.jpg,reject,7.17,4.0,False,barely readable,False
ORD-43472,mee goreng,packaging crushed,photos/ord-43472.jpg,escalate,15.87,6.0,False,clear photo,False
ORD-43479,hokkien mee,packaging crushed,photos/ord-43479.jpg,refund,17.28,5.0,False,mostly clear,True
ORD-43486,laksa,wrong size,photos/ord-43486.jpg,refund,18.76,5.0,False,clear photo,True
ORD-43493,hokkien mee,packaging crushed,photos/ord-43493.jpg,reject,15.44,1.0,False,mostly clear,False
ORD-43500,satay set,wrong item,photos/ord-43500.jpg,refund,27.12,8.0,True,hard to read,False
ORD-43507,bak chor mee,packaging crushed,photos/ord-43507.jpg,refund,21.47,7.0,True,barely readable,False
ORD-43514,chai tow kway,packaging crushed,photos/ord-43514.jpg,refund,20.92,9.0,True,barely readable,False
ORD-43521,wanton mee,spilled in transit,photos/ord-43521.jpg,refund,16.86,7.0,True,mostly clear,False
ORD-43528,hokkien mee,cold on arrival,photos/ord-43528.jpg,refund,13.3,7.0,True,clear photo,False
ORD-43535,mee goreng,spilled in transit,photos/ord-43535.jpg,refund,13.38,7.0,True,hard to read,False
ORD-43542,bak chor mee,spilled in transit,photos/ord-43542.jpg,escalate,17.72,5.0,False,clear photo,False
ORD-43549,roti prata,spilled in transit,photos/ord-43549.jpg,refund,11.2,7.0,True,hard to read,False
ORD-43556,chai tow kway,looks nothing like the photo,photos/ord-43556.jpg,refund,20.47,8.0,True,barely readable,False
ORD-43563,chai tow kway,wrong item,photos/ord-43563.jpg,reject,25.45,4.0,False,mostly clear,False
ORD-43570,laksa,wrong item,photos/ord-43570.jpg,refund,4.5,7.0,False,mostly clear,True
ORD-43577,mee goreng,wrong item,photos/ord-43577.jpg,reject,24.8,4.0,False,mostly clear,False
ORD-43584,satay set,packaging crushed,photos/ord-43584.jpg,refund,22.03,9.0,False,clear photo,True
ORD-43591,satay set,missing side,photos/ord-43591.jpg,escalate,7.28,3.0,False,mostly clear,False
ORD-43598,satay set,wrong item,photos/ord-43598.jpg,refund,9.69,8.0,True,mostly clear,False
ORD-43605,laksa,wrong size,photos/ord-43605.jpg,refund,23.72,7.0,True,mostly clear,False
ORD-43612,roti prata,wrong item,photos/ord-43612.jpg,reject,12.5,1.0,False,barely readable,False
ORD-43619,carrot cake,cold on arrival,photos/ord-43619.jpg,escalate,5.67,5.0,False,clear photo,False
ORD-43626,mee goreng,looks nothing like the photo,photos/ord-43626.jpg,refund,25.61,5.0,False,clear photo,True
ORD-43633,nasi lemak,packaging crushed,photos/ord-43633.jpg,refund,20.3,8.0,True,clear photo,False
ORD-43640,mee goreng,wrong size,photos/ord-43640.jpg,refund,14.28,8.0,True,barely readable,False
ORD-43647,satay set,cold on arrival,photos/ord-43647.jpg,escalate,21.73,4.0,False,hard to read,False
ORD-43654,laksa,looks nothing like the photo,photos/ord-43654.jpg,refund,26.06,7.0,False,hard to read,True
ORD-43661,wanton mee,wrong item,photos/ord-43661.jpg,refund,4.05,6.0,True,barely readable,False
ORD-43668,wanton mee,cold on arrival,photos/ord-43668.jpg,escalate,27.96,5.0,False,mostly clear,False
ORD-43675,nasi lemak,cold on arrival,photos/ord-43675.jpg,refund,27.25,5.0,True,mostly clear,False
ORD-43682,bak chor mee,missing side,photos/ord-43682.jpg,refund,21.0,6.0,True,hard to read,False
ORD-43689,kaya toast,spilled in transit,photos/ord-43689.jpg,refund,15.13,6.0,True,barely readable,False
ORD-43696,hokkien mee,looks nothing like the photo,photos/ord-43696.jpg,refund,25.3,10.0,True,clear photo,False
