order_id,run,judge_score,judge_score_recovered,was_blank,right_call,human_score,human_correct,photo_clarity,fluent_but_wrong,agent_version
ORD-42338,1,4.0,4.0,False,False,4.0,False,clear photo,False,agent-v2.2
ORD-42345,1,10.0,10.0,False,True,9.0,False,clear photo,True,agent-v2.2
ORD-42352,1,8.0,8.0,False,True,7.0,True,hard to read,False,agent-v2.2
ORD-42359,1,8.0,8.0,False,False,8.0,True,clear photo,False,agent-v2.2
ORD-42366,1,6.0,6.0,False,True,6.0,True,clear photo,False,agent-v2.2
ORD-42373,1,8.0,8.0,False,True,7.0,True,mostly clear,False,agent-v2.2
ORD-42380,1,,7.0,True,True,9.0,True,barely readable,False,agent-v2.2
ORD-42387,1,5.0,5.0,False,True,6.0,False,clear photo,False,agent-v2.2
ORD-42394,1,7.0,7.0,False,True,8.0,False,hard to read,True,agent-v2.2
ORD-42401,1,7.0,7.0,False,False,8.0,True,clear photo,False,agent-v2.2
ORD-42408,1,7.0,7.0,False,False,4.0,False,clear photo,True,agent-v2.2
ORD-42415,1,6.0,6.0,False,True,6.0,True,clear photo,False,agent-v2.2
ORD-42422,1,9.0,9.0,False,True,9.0,True,hard to read,False,agent-v2.2
ORD-42429,1,8.0,8.0,False,True,7.0,True,hard to read,False,agent-v2.2
ORD-42436,1,5.0,5.0,False,True,4.0,False,mostly clear,False,agent-v2.2
ORD-42443,1,8.0,8.0,False,False,9.0,False,clear photo,True,agent-v2.2
ORD-42450,1,8.0,8.0,False,True,10.0,True,hard to read,False,agent-v2.2
ORD-42457,1,,4.0,True,True,4.0,False,hard to read,False,agent-v2.2
ORD-42464,1,5.0,5.0,False,False,4.0,False,clear photo,False,agent-v2.2
ORD-42471,1,5.0,5.0,False,False,5.0,False,hard to read,False,agent-v2.2
ORD-42478,1,,,True,True,8.0,True,barely readable,False,agent-v2.2
ORD-42485,1,7.0,7.0,False,False,7.0,False,hard to read,True,agent-v2.2
ORD-42492,1,6.0,6.0,False,True,6.0,True,mostly clear,False,agent-v2.2
ORD-42499,1,4.0,4.0,False,True,5.0,False,barely readable,False,agent-v2.2
ORD-42506,1,6.0,6.0,False,True,4.0,False,hard to read,False,agent-v2.2
ORD-42513,1,9.0,9.0,False,True,8.0,True,clear photo,False,agent-v2.2
ORD-42520,1,7.0,7.0,False,True,8.0,True,clear photo,False,agent-v2.2
ORD-42527,1,10.0,10.0,False,True,9.0,False,mostly clear,True,agent-v2.2
ORD-42534,1,,6.0,True,False,4.0,False,barely readable,False,agent-v2.2
ORD-42541,1,,6.0,True,False,3.0,False,barely readable,False,agent-v2.2
ORD-42548,1,5.0,5.0,False,False,3.0,False,mostly clear,False,agent-v2.2
ORD-42555,1,,7.0,True,True,10.0,True,barely readable,False,agent-v2.2
ORD-42562,1,9.0,9.0,False,True,9.0,True,mostly clear,False,agent-v2.2
ORD-42569,1,8.0,8.0,False,True,8.0,True,clear photo,False,agent-v2.2
ORD-42576,1,8.0,8.0,False,True,8.0,True,mostly clear,False,agent-v2.2
ORD-42583,1,6.0,6.0,False,False,4.0,False,clear photo,False,agent-v2.2
ORD-42590,1,4.0,4.0,False,False,3.0,False,hard to read,False,agent-v2.2
ORD-42597,1,6.0,6.0,False,True,7.0,True,mostly clear,False,agent-v2.2
ORD-42604,1,5.0,5.0,False,True,6.0,False,clear photo,False,agent-v2.2
ORD-42611,1,8.0,8.0,False,True,6.0,False,barely readable,False,agent-v2.2
ORD-42618,1,5.0,5.0,False,False,7.0,True,hard to read,False,agent-v2.2
ORD-42625,1,7.0,7.0,False,True,6.0,True,clear photo,False,agent-v2.2
ORD-42632,1,6.0,6.0,False,True,7.0,True,mostly clear,False,agent-v2.2
ORD-42639,1,6.0,6.0,False,False,3.0,False,hard to read,False,agent-v2.2
ORD-42646,1,7.0,7.0,False,True,6.0,True,clear photo,False,agent-v2.2
ORD-42653,1,9.0,9.0,False,True,8.0,True,barely readable,False,agent-v2.2
ORD-42660,1,7.0,7.0,False,True,5.0,False,barely readable,True,agent-v2.2
ORD-42667,1,8.0,8.0,False,False,6.0,False,hard to read,True,agent-v2.2
ORD-42674,1,7.0,7.0,False,True,9.0,True,mostly clear,False,agent-v2.2
ORD-42681,1,5.0,5.0,False,False,6.0,False,clear photo,False,agent-v2.2
ORD-42688,1,6.0,6.0,False,True,7.0,True,clear photo,False,agent-v2.2
ORD-42695,1,6.0,6.0,False,False,5.0,False,mostly clear,False,agent-v2.2
ORD-42702,1,6.0,6.0,False,True,6.0,True,clear photo,False,agent-v2.2
ORD-42709,1,8.0,8.0,False,True,8.0,True,barely readable,False,agent-v2.2
ORD-42716,1,8.0,8.0,False,True,9.0,True,mostly clear,False,agent-v2.2
ORD-42723,1,5.0,5.0,False,False,5.0,False,hard to read,False,agent-v2.2
ORD-42730,1,5.0,5.0,False,False,4.0,False,clear photo,False,agent-v2.2
ORD-42737,1,9.0,9.0,False,True,8.0,True,barely readable,False,agent-v2.2
ORD-42744,1,8.0,8.0,False,False,8.0,False,barely readable,True,agent-v2.2
ORD-42751,1,6.0,6.0,False,True,7.0,True,barely readable,False,agent-v2.2
ORD-42758,1,7.0,7.0,False,False,6.0,False,barely readable,False,agent-v2.2
ORD-42765,1,6.0,6.0,False,True,8.0,True,hard to read,False,agent-v2.2
ORD-42772,1,9.0,9.0,False,True,9.0,True,mostly clear,False,agent-v2.2
ORD-42779,1,,8.0,True,False,9.0,True,barely readable,False,agent-v2.2
ORD-42786,1,7.0,7.0,False,True,7.0,True,mostly clear,False,agent-v2.2
ORD-42793,1,8.0,8.0,False,True,8.0,True,hard to read,False,agent-v2.2
ORD-42800,1,7.0,7.0,False,False,6.0,False,barely readable,False,agent-v2.2
ORD-42807,1,7.0,7.0,False,True,7.0,True,hard to read,False,agent-v2.2
ORD-42814,1,8.0,8.0,False,True,7.0,True,barely readable,False,agent-v2.2
ORD-42821,1,9.0,9.0,False,False,7.0,False,clear photo,True,agent-v2.2
ORD-42828,1,7.0,7.0,False,False,6.0,False,hard to read,False,agent-v2.2
ORD-42835,1,6.0,6.0,False,False,7.0,False,clear photo,False,agent-v2.2
ORD-42842,1,,,True,False,5.0,False,barely readable,False,agent-v2.2
ORD-42849,1,6.0,6.0,False,False,4.0,False,hard to read,False,agent-v2.2
ORD-42856,1,8.0,8.0,False,True,8.0,True,mostly clear,False,agent-v2.2
ORD-42863,1,,9.0,True,False,10.0,True,hard to read,False,agent-v2.2
ORD-42870,1,,7.0,True,False,7.0,False,barely readable,False,agent-v2.2
ORD-42877,1,7.0,7.0,False,False,4.0,False,barely readable,True,agent-v2.2
ORD-42884,1,7.0,7.0,False,True,7.0,True,hard to read,False,agent-v2.2
ORD-42891,1,,6.0,True,True,8.0,True,barely readable,False,agent-v2.2
ORD-42898,1,7.0,7.0,False,True,7.0,True,hard to read,False,agent-v2.2
ORD-42905,1,5.0,5.0,False,False,2.0,False,mostly clear,False,agent-v2.2
ORD-42912,1,6.0,6.0,False,True,8.0,True,hard to read,False,agent-v2.2
ORD-42919,1,,5.0,True,False,3.0,False,barely readable,False,agent-v2.2
ORD-42926,1,10.0,10.0,False,False,10.0,False,clear photo,True,agent-v2.2
ORD-42933,1,7.0,7.0,False,False,6.0,True,clear photo,False,agent-v2.2
ORD-42940,1,8.0,8.0,False,True,9.0,False,mostly clear,True,agent-v2.2
ORD-42947,1,5.0,5.0,False,True,8.0,True,hard to read,False,agent-v2.2
ORD-42954,1,,6.0,True,False,4.0,False,hard to read,False,agent-v2.2
ORD-42961,1,6.0,6.0,False,True,6.0,True,clear photo,False,agent-v2.2
ORD-42968,1,7.0,7.0,False,False,6.0,False,mostly clear,False,agent-v2.2
ORD-42975,1,9.0,9.0,False,False,7.0,False,hard to read,True,agent-v2.2
ORD-42982,1,5.0,5.0,False,False,4.0,False,hard to read,False,agent-v2.2
ORD-42989,1,7.0,7.0,False,True,8.0,True,clear photo,False,agent-v2.2
ORD-42996,1,7.0,7.0,False,True,6.0,True,clear photo,False,agent-v2.2
ORD-43003,1,,9.0,True,False,6.0,False,hard to read,True,agent-v2.2
ORD-43010,1,,,True,True,6.0,False,barely readable,False,agent-v2.2
ORD-43017,1,7.0,7.0,False,True,9.0,True,mostly clear,False,agent-v2.2
ORD-43024,1,8.0,8.0,False,True,8.0,True,mostly clear,False,agent-v2.2
ORD-43031,1,7.0,7.0,False,True,10.0,True,clear photo,False,agent-v2.2
ORD-43038,1,9.0,9.0,False,True,8.0,True,hard to read,False,agent-v2.2
ORD-43045,1,7.0,7.0,False,True,6.0,True,mostly clear,False,agent-v2.2
ORD-43052,1,,7.0,True,True,7.0,True,barely readable,False,agent-v2.2
ORD-43059,1,6.0,6.0,False,False,6.0,False,clear photo,False,agent-v2.2
ORD-43066,1,,5.0,True,False,6.0,False,barely readable,False,agent-v2.2
ORD-43073,1,,5.0,True,True,8.0,True,barely readable,False,agent-v2.2
ORD-43080,1,8.0,8.0,False,True,6.0,True,mostly clear,False,agent-v2.2
ORD-43087,1,,5.0,True,False,5.0,False,barely readable,False,agent-v2.2
ORD-43094,1,8.0,8.0,False,False,7.0,False,hard to read,False,agent-v2.2
ORD-43101,1,7.0,7.0,False,False,5.0,False,hard to read,False,agent-v2.2
ORD-43108,1,9.0,9.0,False,True,8.0,True,clear photo,False,agent-v2.2
ORD-43115,1,5.0,5.0,False,False,3.0,False,clear photo,False,agent-v2.2
ORD-43122,1,9.0,9.0,False,True,8.0,True,clear photo,False,agent-v2.2
ORD-43129,1,4.0,4.0,False,False,5.0,False,mostly clear,False,agent-v2.2
ORD-43136,1,7.0,7.0,False,False,5.0,False,clear photo,True,agent-v2.2
ORD-43143,1,,8.0,True,True,7.0,True,mostly clear,False,agent-v2.2
ORD-43150,1,,4.0,True,True,4.0,False,hard to read,False,agent-v2.2
ORD-43157,1,8.0,8.0,False,False,6.0,False,mostly clear,True,agent-v2.2
ORD-43164,1,6.0,6.0,False,False,7.0,False,hard to read,False,agent-v2.2
ORD-43171,1,,7.0,True,False,6.0,False,barely readable,True,agent-v2.2
ORD-43178,1,5.0,5.0,False,True,8.0,True,barely readable,False,agent-v2.2
ORD-43185,1,6.0,6.0,False,True,8.0,True,barely readable,False,agent-v2.2
ORD-43192,1,8.0,8.0,False,True,7.0,True,mostly clear,False,agent-v2.2
ORD-43199,1,6.0,6.0,False,True,7.0,True,mostly clear,False,agent-v2.2
ORD-43206,1,7.0,7.0,False,False,7.0,True,barely readable,False,agent-v2.2
ORD-43213,1,6.0,6.0,False,False,7.0,False,mostly clear,False,agent-v2.2
ORD-43220,1,5.0,5.0,False,False,4.0,False,barely readable,False,agent-v2.2
ORD-43227,1,5.0,5.0,False,False,6.0,True,mostly clear,False,agent-v2.2
ORD-43234,1,5.0,5.0,False,False,3.0,False,mostly clear,False,agent-v2.2
ORD-43241,1,,10.0,True,False,7.0,False,hard to read,True,agent-v2.2
ORD-43248,1,8.0,8.0,False,True,9.0,True,clear photo,False,agent-v2.2
ORD-43255,1,7.0,7.0,False,True,7.0,True,mostly clear,False,agent-v2.2
ORD-43262,1,7.0,7.0,False,True,6.0,True,hard to read,False,agent-v2.2
ORD-43269,1,8.0,8.0,False,True,8.0,True,clear photo,False,agent-v2.2
ORD-43276,1,6.0,6.0,False,True,7.0,True,clear photo,False,agent-v2.2
ORD-43283,1,8.0,8.0,False,False,7.0,False,barely readable,True,agent-v2.2
ORD-43290,1,7.0,7.0,False,True,9.0,True,hard to read,False,agent-v2.2
ORD-43297,1,9.0,9.0,False,False,7.0,False,mostly clear,True,agent-v2.2
ORD-43304,1,7.0,7.0,False,False,3.0,False,barely readable,False,agent-v2.2
ORD-43311,1,,8.0,True,True,2.0,False,barely readable,False,agent-v2.2
ORD-43318,1,8.0,8.0,False,True,8.0,True,mostly clear,False,agent-v2.2
ORD-43325,1,5.0,5.0,False,False,3.0,False,barely readable,False,agent-v2.2
ORD-43332,1,7.0,7.0,False,False,3.0,False,hard to read,True,agent-v2.2
ORD-43339,1,6.0,6.0,False,False,6.0,False,hard to read,False,agent-v2.2
ORD-43346,1,,5.0,True,False,4.0,False,barely readable,False,agent-v2.2
ORD-43353,1,7.0,7.0,False,True,7.0,True,barely readable,False,agent-v2.2
ORD-43360,1,8.0,8.0,False,True,7.0,True,clear photo,False,agent-v2.2
ORD-43367,1,5.0,5.0,False,True,5.0,False,barely readable,False,agent-v2.2
ORD-43374,1,7.0,7.0,False,True,8.0,True,hard to read,False,agent-v2.2
ORD-43381,1,6.0,6.0,False,True,8.0,True,barely readable,False,agent-v2.2
ORD-43388,1,5.0,5.0,False,False,4.0,False,hard to read,False,agent-v2.2
ORD-43395,1,7.0,7.0,False,True,7.0,True,hard to read,False,agent-v2.2
ORD-43402,1,,5.0,True,False,5.0,False,barely readable,False,agent-v2.2
ORD-43409,1,9.0,9.0,False,False,8.0,False,clear photo,True,agent-v2.2
ORD-43416,1,,7.0,True,True,9.0,True,barely readable,False,agent-v2.2
ORD-43423,1,6.0,6.0,False,True,7.0,True,barely readable,False,agent-v2.2
ORD-43430,1,8.0,8.0,False,False,7.0,False,mostly clear,True,agent-v2.2
ORD-43437,1,,,True,False,5.0,False,barely readable,False,agent-v2.2
ORD-43444,1,6.0,6.0,False,True,8.0,True,hard to read,False,agent-v2.2
ORD-43451,1,10.0,10.0,False,True,9.0,False,mostly clear,True,agent-v2.2
ORD-43458,1,6.0,6.0,False,True,6.0,True,clear photo,False,agent-v2.2
ORD-43465,1,5.0,5.0,False,False,4.0,False,barely readable,False,agent-v2.2
ORD-43472,1,6.0,6.0,False,False,6.0,False,clear photo,False,agent-v2.2
ORD-43479,1,7.0,7.0,False,True,5.0,False,mostly clear,True,agent-v2.2
ORD-43486,1,6.0,6.0,False,False,5.0,False,clear photo,True,agent-v2.2
ORD-43493,1,4.0,4.0,False,True,1.0,False,mostly clear,False,agent-v2.2
ORD-43500,1,7.0,7.0,False,True,8.0,True,hard to read,False,agent-v2.2
ORD-43507,1,,5.0,True,True,7.0,True,barely readable,False,agent-v2.2
ORD-43514,1,,8.0,True,True,9.0,True,barely readable,False,agent-v2.2
ORD-43521,1,8.0,8.0,False,True,7.0,True,mostly clear,False,agent-v2.2
ORD-43528,1,6.0,6.0,False,True,7.0,True,clear photo,False,agent-v2.2
ORD-43535,1,7.0,7.0,False,True,7.0,True,hard to read,False,agent-v2.2
ORD-43542,1,5.0,5.0,False,False,5.0,False,clear photo,False,agent-v2.2
ORD-43549,1,6.0,6.0,False,True,7.0,True,hard to read,False,agent-v2.2
ORD-43556,1,,,True,True,8.0,True,barely readable,False,agent-v2.2
ORD-43563,1,6.0,6.0,False,True,4.0,False,mostly clear,False,agent-v2.2
ORD-43570,1,7.0,7.0,False,False,7.0,False,mostly clear,True,agent-v2.2
ORD-43577,1,5.0,5.0,False,True,4.0,False,mostly clear,False,agent-v2.2
ORD-43584,1,9.0,9.0,False,False,9.0,False,clear photo,True,agent-v2.2
ORD-43591,1,5.0,5.0,False,False,3.0,False,mostly clear,False,agent-v2.2
ORD-43598,1,7.0,7.0,False,True,8.0,True,mostly clear,False,agent-v2.2
ORD-43605,1,7.0,7.0,False,False,7.0,True,mostly clear,False,agent-v2.2
ORD-43612,1,,7.0,True,False,1.0,False,barely readable,False,agent-v2.2
ORD-43619,1,5.0,5.0,False,False,5.0,False,clear photo,False,agent-v2.2
ORD-43626,1,8.0,8.0,False,True,5.0,False,clear photo,True,agent-v2.2
ORD-43633,1,7.0,7.0,False,True,8.0,True,clear photo,False,agent-v2.2
ORD-43640,1,7.0,7.0,False,True,8.0,True,barely readable,False,agent-v2.2
ORD-43647,1,,7.0,True,False,4.0,False,hard to read,False,agent-v2.2
ORD-43654,1,9.0,9.0,False,True,7.0,False,hard to read,True,agent-v2.2
ORD-43661,1,8.0,8.0,False,True,6.0,True,barely readable,False,agent-v2.2
ORD-43668,1,5.0,5.0,False,False,5.0,False,mostly clear,False,agent-v2.2
ORD-43675,1,6.0,6.0,False,True,5.0,True,mostly clear,False,agent-v2.2
ORD-43682,1,,8.0,True,True,6.0,True,hard to read,False,agent-v2.2
ORD-43689,1,,4.0,True,True,6.0,True,barely readable,False,agent-v2.2
ORD-43696,1,9.0,9.0,False,True,10.0,True,clear photo,False,agent-v2.2
ORD-43703,1,8.0,8.0,False,True,7.0,True,clear photo,False,agent-v2.2
ORD-43710,1,7.0,7.0,False,True,6.0,True,clear photo,False,agent-v2.2
ORD-43717,1,5.0,5.0,False,True,5.0,False,mostly clear,False,agent-v2.2
ORD-43724,1,7.0,7.0,False,True,5.0,False,mostly clear,False,agent-v2.2
ORD-43731,1,5.0,5.0,False,False,4.0,False,barely readable,False,agent-v2.2
ORD-43738,1,8.0,8.0,False,True,8.0,True,hard to read,False,agent-v2.2
ORD-43745,1,9.0,9.0,False,False,9.0,False,hard to read,True,agent-v2.2
ORD-43752,1,7.0,7.0,False,False,6.0,False,barely readable,False,agent-v2.2
ORD-43759,1,7.0,7.0,False,True,6.0,True,hard to read,False,agent-v2.2
ORD-43766,1,7.0,7.0,False,True,8.0,True,clear photo,False,agent-v2.2
ORD-43773,1,6.0,6.0,False,False,5.0,False,mostly clear,False,agent-v2.2
ORD-43780,1,6.0,6.0,False,True,6.0,False,mostly clear,False,agent-v2.2
ORD-43787,1,7.0,7.0,False,True,5.0,True,barely readable,False,agent-v2.2
ORD-43794,1,6.0,6.0,False,True,6.0,True,clear photo,False,agent-v2.2
ORD-43801,1,,6.0,True,False,4.0,False,barely readable,False,agent-v2.2
ORD-43808,1,8.0,8.0,False,True,9.0,True,mostly clear,False,agent-v2.2
ORD-43815,1,,4.0,True,False,3.0,False,hard to read,False,agent-v2.2
ORD-43822,1,5.0,5.0,False,False,7.0,False,clear photo,False,agent-v2.2
ORD-43829,1,9.0,9.0,False,True,10.0,True,hard to read,False,agent-v2.2
ORD-43836,1,10.0,10.0,False,False,10.0,False,mostly clear,True,agent-v2.2
ORD-43843,1,8.0,8.0,False,True,10.0,True,hard to read,False,agent-v2.2
ORD-43850,1,,4.0,True,False,5.0,False,barely readable,False,agent-v2.2
ORD-43857,1,6.0,6.0,False,True,7.0,True,hard to read,False,agent-v2.2
ORD-43864,1,6.0,6.0,False,True,6.0,True,clear photo,False,agent-v2.2
ORD-43871,1,8.0,8.0,False,False,6.0,False,clear photo,True,agent-v2.2
ORD-43878,1,,8.0,True,True,6.0,False,mostly clear,True,agent-v2.2
ORD-43885,1,7.0,7.0,False,False,6.0,False,clear photo,False,agent-v2.2
ORD-43892,1,,6.0,True,False,3.0,False,barely readable,False,agent-v2.2
ORD-43899,1,,7.0,True,True,5.0,True,hard to read,False,agent-v2.2
ORD-43906,1,6.0,6.0,False,False,6.0,False,clear photo,False,agent-v2.2
ORD-43913,1,6.0,6.0,False,True,8.0,True,mostly clear,False,agent-v2.2
ORD-43920,1,8.0,8.0,False,True,10.0,True,barely readable,False,agent-v2.2
ORD-43927,1,8.0,8.0,False,False,9.0,True,clear photo,False,agent-v2.2
ORD-43934,1,3.0,3.0,False,True,3.0,False,clear photo,False,agent-v2.2
ORD-43941,1,6.0,6.0,False,False,7.0,False,mostly clear,False,agent-v2.2
ORD-43948,1,,6.0,True,False,4.0,False,barely readable,False,agent-v2.2
ORD-43955,1,,6.0,True,True,6.0,True,barely readable,False,agent-v2.2
ORD-43962,1,7.0,7.0,False,False,9.0,True,mostly clear,False,agent-v2.2
ORD-43969,1,6.0,6.0,False,True,5.0,False,hard to read,False,agent-v2.2
ORD-43976,1,7.0,7.0,False,True,7.0,True,hard to read,False,agent-v2.2
ORD-43983,1,8.0,8.0,False,True,9.0,True,mostly clear,False,agent-v2.2
ORD-43990,1,9.0,9.0,False,False,8.0,False,barely readable,True,agent-v2.2
ORD-43997,1,,5.0,True,False,3.0,False,barely readable,False,agent-v2.2
ORD-44004,1,6.0,6.0,False,False,6.0,False,mostly clear,False,agent-v2.2
ORD-44011,1,6.0,6.0,False,False,3.0,False,mostly clear,False,agent-v2.2
ORD-44018,1,6.0,6.0,False,False,4.0,False,clear photo,False,agent-v2.2
ORD-44025,1,6.0,6.0,False,False,6.0,False,clear photo,False,agent-v2.2
ORD-44032,1,6.0,6.0,False,True,8.0,True,hard to read,False,agent-v2.2
ORD-44039,1,6.0,6.0,False,False,5.0,False,clear photo,False,agent-v2.2
ORD-44046,1,7.0,7.0,False,True,8.0,True,mostly clear,False,agent-v2.2
ORD-44053,1,9.0,9.0,False,True,8.0,True,mostly clear,False,agent-v2.2
ORD-44060,1,8.0,8.0,False,False,5.0,False,hard to read,True,agent-v2.2
ORD-44067,1,6.0,6.0,False,True,7.0,True,mostly clear,False,agent-v2.2
ORD-44074,1,,9.0,True,True,8.0,True,barely readable,False,agent-v2.2
ORD-44081,1,9.0,9.0,False,True,8.0,True,mostly clear,False,agent-v2.2
ORD-44088,1,5.0,5.0,False,True,7.0,True,hard to read,False,agent-v2.2
ORD-44095,1,8.0,8.0,False,False,8.0,True,hard to read,False,agent-v2.2
ORD-44102,1,4.0,4.0,False,False,5.0,False,mostly clear,False,agent-v2.2
ORD-44109,1,,9.0,True,False,8.0,False,barely readable,True,agent-v2.2
ORD-44116,1,,6.0,True,False,6.0,False,hard to read,False,agent-v2.2
ORD-44123,1,7.0,7.0,False,False,5.0,False,clear photo,True,agent-v2.2
ORD-44130,1,5.0,5.0,False,False,6.0,False,clear photo,False,agent-v2.2
ORD-44137,1,5.0,5.0,False,False,5.0,False,barely readable,False,agent-v2.2
ORD-44144,1,,,True,False,5.0,False,barely readable,False,agent-v2.2
ORD-44151,1,8.0,8.0,False,True,7.0,True,hard to read,False,agent-v2.2
ORD-44158,1,8.0,8.0,False,True,8.0,True,hard to read,False,agent-v2.2
ORD-44165,1,,8.0,True,True,9.0,True,hard to read,False,agent-v2.2
ORD-44172,1,7.0,7.0,False,True,8.0,True,mostly clear,False,agent-v2.2
ORD-44179,1,,,True,True,5.0,False,barely readable,False,agent-v2.2
ORD-44186,1,8.0,8.0,False,True,8.0,True,hard to read,False,agent-v2.2
ORD-44193,1,8.0,8.0,False,False,7.0,False,clear photo,True,agent-v2.2
ORD-40000,2,8.0,8.0,False,False,7.0,True,mostly clear,False,agent-v2.3
ORD-40007,2,5.0,5.0,False,True,6.0,True,hard to read,False,agent-v2.3
ORD-40014,2,10.0,10.0,False,False,7.0,False,clear photo,True,agent-v2.3
ORD-40021,2,10.0,10.0,False,True,10.0,False,hard to read,True,agent-v2.3
ORD-40028,2,7.0,7.0,False,True,7.0,True,hard to read,False,agent-v2.3
ORD-40035,2,7.0,7.0,False,False,6.0,False,clear photo,False,agent-v2.3
ORD-40042,2,6.0,6.0,False,False,6.0,False,barely readable,False,agent-v2.3
ORD-40049,2,5.0,5.0,False,True,6.0,True,barely readable,False,agent-v2.3
ORD-40056,2,,6.0,True,False,5.0,False,barely readable,False,agent-v2.3
ORD-40063,2,,7.0,True,False,8.0,False,barely readable,True,agent-v2.3
ORD-40070,2,10.0,10.0,False,False,9.0,False,mostly clear,True,agent-v2.3
ORD-40077,2,6.0,6.0,False,True,4.0,False,hard to read,False,agent-v2.3
ORD-40084,2,10.0,10.0,False,True,9.0,True,clear photo,False,agent-v2.3
ORD-40091,2,9.0,9.0,False,True,9.0,True,mostly clear,False,agent-v2.3
ORD-40098,2,4.0,4.0,False,False,6.0,False,barely readable,False,agent-v2.3
ORD-40105,2,,6.0,True,False,6.0,False,hard to read,False,agent-v2.3
ORD-40112,2,9.0,9.0,False,True,8.0,True,mostly clear,False,agent-v2.3
ORD-40119,2,,,True,True,7.0,True,barely readable,False,agent-v2.3
ORD-40126,2,8.0,8.0,False,True,9.0,True,mostly clear,False,agent-v2.3
ORD-40133,2,7.0,7.0,False,True,8.0,True,mostly clear,False,agent-v2.3
ORD-40140,2,,6.0,True,False,4.0,False,barely readable,False,agent-v2.3
ORD-40147,2,6.0,6.0,False,True,8.0,True,barely readable,False,agent-v2.3
ORD-40154,2,5.0,5.0,False,False,4.0,False,barely readable,True,agent-v2.3
ORD-40161,2,7.0,7.0,False,False,4.0,False,hard to read,False,agent-v2.3
ORD-40168,2,9.0,9.0,False,True,9.0,True,hard to read,False,agent-v2.3
ORD-40175,2,8.0,8.0,False,True,9.0,True,clear photo,False,agent-v2.3
ORD-40182,2,,7.0,True,True,8.0,True,hard to read,False,agent-v2.3
ORD-40189,2,,8.0,True,False,6.0,False,hard to read,False,agent-v2.3
ORD-40196,2,5.0,5.0,False,False,4.0,False,hard to read,False,agent-v2.3
ORD-40203,2,5.0,5.0,False,True,6.0,True,hard to read,False,agent-v2.3
ORD-40210,2,8.0,8.0,False,True,8.0,True,clear photo,False,agent-v2.3
ORD-40217,2,6.0,6.0,False,True,8.0,True,mostly clear,False,agent-v2.3
ORD-40224,2,,,True,True,7.0,True,barely readable,False,agent-v2.3
ORD-40231,2,5.0,5.0,False,False,7.0,False,barely readable,False,agent-v2.3
ORD-40238,2,4.0,4.0,False,True,5.0,False,clear photo,False,agent-v2.3
ORD-40245,2,,5.0,True,False,7.0,False,hard to read,False,agent-v2.3
ORD-40252,2,5.0,5.0,False,True,4.0,False,mostly clear,False,agent-v2.3
ORD-40259,2,7.0,7.0,False,False,6.0,False,mostly clear,True,agent-v2.3
ORD-40266,2,6.0,6.0,False,True,7.0,True,mostly clear,False,agent-v2.3
ORD-40273,2,8.0,8.0,False,False,6.0,True,hard to read,False,agent-v2.3
ORD-40280,2,,6.0,True,True,6.0,True,mostly clear,False,agent-v2.3
ORD-40287,2,,,True,False,8.0,False,barely readable,True,agent-v2.3
ORD-40294,2,8.0,8.0,False,False,10.0,False,barely readable,True,agent-v2.3
ORD-40301,2,,7.0,True,False,7.0,True,barely readable,False,agent-v2.3
ORD-40308,2,9.0,9.0,False,True,10.0,False,hard to read,True,agent-v2.3
ORD-40315,2,8.0,8.0,False,False,8.0,False,mostly clear,True,agent-v2.3
ORD-40322,2,5.0,5.0,False,False,5.0,False,clear photo,False,agent-v2.3
ORD-40329,2,8.0,8.0,False,True,7.0,True,hard to read,False,agent-v2.3
ORD-40336,2,10.0,10.0,False,False,9.0,False,clear photo,True,agent-v2.3
ORD-40343,2,8.0,8.0,False,True,9.0,True,clear photo,False,agent-v2.3
ORD-40350,2,,6.0,True,False,5.0,False,hard to read,False,agent-v2.3
ORD-40357,2,7.0,7.0,False,True,8.0,True,hard to read,False,agent-v2.3
ORD-40364,2,6.0,6.0,False,False,5.0,False,hard to read,False,agent-v2.3
ORD-40371,2,6.0,6.0,False,True,6.0,True,clear photo,False,agent-v2.3
ORD-40378,2,,5.0,True,False,4.0,False,barely readable,False,agent-v2.3
ORD-40385,2,6.0,6.0,False,True,7.0,True,mostly clear,False,agent-v2.3
ORD-40392,2,,,True,False,5.0,False,barely readable,False,agent-v2.3
ORD-40399,2,6.0,6.0,False,True,7.0,True,barely readable,False,agent-v2.3
ORD-40406,2,7.0,7.0,False,True,7.0,True,mostly clear,False,agent-v2.3
ORD-40413,2,3.0,3.0,False,False,5.0,False,mostly clear,False,agent-v2.3
ORD-40420,2,5.0,5.0,False,False,5.0,False,hard to read,False,agent-v2.3
ORD-40427,2,6.0,6.0,False,False,7.0,False,mostly clear,False,agent-v2.3
ORD-40434,2,9.0,9.0,False,False,9.0,False,barely readable,True,agent-v2.3
ORD-40441,2,8.0,8.0,False,True,10.0,True,mostly clear,False,agent-v2.3
ORD-40448,2,10.0,10.0,False,False,8.0,False,mostly clear,True,agent-v2.3
ORD-40455,2,7.0,7.0,False,True,7.0,True,clear photo,False,agent-v2.3
ORD-40462,2,8.0,8.0,False,False,7.0,False,mostly clear,True,agent-v2.3
ORD-40469,2,7.0,7.0,False,True,6.0,True,mostly clear,False,agent-v2.3
ORD-40476,2,8.0,8.0,False,True,9.0,True,clear photo,False,agent-v2.3
